"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"Collaboration_Network",-0.823616967876035,-0.0507721749319867,0.219899541266746,-0.336030153486278,-0.332747706798598
"Collaboration_New_Known",0.744186067662153,1.88093291703242,0.437921078209953,0.981571031685244,-0.610545645814079
"Collaboration_New_Unknown",0.766184460809987,-0.62884201162417,-0.439107186203767,0.0628277085196822,0.645250762308679
"Active",0.922322585913163,0.0115053691297866,-0.346458327862773,-0.760292680973281,-0.457543603992901
"Both",0.0142421203721837,-1.21981272169132,2.8543614876413,-0.124205170216133,0.396756169097504
"Passive",-0.606032585022246,0.192074931028174,-0.240304610649306,0.517970600854242,0.234559349488489
"Interaction_Network",-0.844696982445281,0.25280881636204,-0.195164968557791,-0.358285953942673,0.180298953377213
"Interaction_New_Known",1.38389287903682,1.63720672892963,0.693762669995644,-0.450481520219614,0.756577853667642
"Interaction_New_Unknown",0.508913506463518,-0.802753488505831,-0.00100795503134172,0.544814966932144,-0.442177169586126
